yourlist:M20200414DA437993067D6F64326E5E763500BDED121471F	isomap:M20200414DA437993067D6F64326E5E763500BDED121471F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSP00000371221	ENSP00000371221 -> Q9Y217-1	Q9Y217	MTMR6_HUMAN	reviewed	Myotubularin-related protein 6 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR6	Homo sapiens (Human)	621
ENSP00000402038	ENSP00000402038 -> Q9Y2Z2-6	Q9Y2Z2	MTO1_HUMAN	reviewed	Protein MTO1 homolog, mitochondrial	MTO1 CGI-02	Homo sapiens (Human)	717
ENSP00000354558		P42345	MTOR_HUMAN	reviewed	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1)	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	Homo sapiens (Human)	2549
ENSP00000322804	ENSP00000322804 -> O43312-5	O43312	MTSS1_HUMAN	reviewed	Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)	MTSS1 KIAA0429 MIM	Homo sapiens (Human)	755
ENSP00000341171	ENSP00000341171 -> Q765P7-1	Q765P7	MTSS2_HUMAN	reviewed	Protein MTSS 2 (Actin-bundling with BAIAP2 homology protein 1) (ABBA-1) (MTSS1-like protein)	MTSS2 MTSS1L	Homo sapiens (Human)	747
ENSP00000262102	ENSP00000262102 -> Q9ULD2-1	Q9ULD2	MTUS1_HUMAN	reviewed	Microtubule-associated tumor suppressor 1 (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Mitochondrial tumor suppressor 1)	MTUS1 ATBP ATIP GK1 KIAA1288 MTSG1	Homo sapiens (Human)	1270
ENSP00000338983	ENSP00000338983 -> P15941-8	P15941	MUC1_HUMAN	reviewed	Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	MUC1 PUM	Homo sapiens (Human)	1255
ENSP00000381008		Q8WXI7	MUC16_HUMAN	reviewed	Mucin-16 (MUC-16) (Ovarian cancer-related tumor marker CA125) (CA-125) (Ovarian carcinoma antigen CA125)	MUC16 CA125	Homo sapiens (Human)	14507
ENSP00000307853		Q96NY9	MUS81_HUMAN	reviewed	Crossover junction endonuclease MUS81 (EC 3.1.22.-)	MUS81	Homo sapiens (Human)	551
ENSP00000363571	ENSP00000363571 -> O15146-1	O15146	MUSK_HUMAN	reviewed	Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)	MUSK	Homo sapiens (Human)	869
ENSP00000408176		E5KP25	E5KP25_HUMAN	unreviewed	Adenine DNA glycosylase (EC 3.2.2.31)	MUTYH	Homo sapiens (Human)	549
ENSP00000301012		P53602	MVD1_HUMAN	reviewed	Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase)	MVD MPD	Homo sapiens (Human)	400
ENSP00000349977		Q14764	MVP_HUMAN	reviewed	Major vault protein (MVP) (Lung resistance-related protein)	MVP LRP	Homo sapiens (Human)	893
ENSP00000381599	ENSP00000381599 -> P20591-1	P20591	MX1_HUMAN	reviewed	Interferon-induced GTP-binding protein Mx1 (Interferon-induced protein p78) (IFI-78K) (Interferon-regulated resistance GTP-binding protein MxA) (Myxoma resistance protein 1) (Myxovirus resistance protein 1) [Cleaved into: Interferon-induced GTP-binding protein Mx1, N-terminally processed]	MX1	Homo sapiens (Human)	662
ENSP00000333657	ENSP00000333657 -> P20592-1	P20592	MX2_HUMAN	reviewed	Interferon-induced GTP-binding protein Mx2 (Interferon-regulated resistance GTP-binding protein MxB) (Myxovirus resistance protein 2) (p78-related protein)	MX2	Homo sapiens (Human)	715
ENSP00000264444	ENSP00000264444 -> Q05195-1	Q05195	MAD1_HUMAN	reviewed	Max dimerization protein 1 (Max dimerizer 1) (Protein MAD)	MXD1 MAD	Homo sapiens (Human)	221
ENSP00000337222		A0A499FIY8	A0A499FIY8_HUMAN	unreviewed	Myeloid-associated differentiation marker (Fragment)	MYADM	Homo sapiens (Human)	203
ENSP00000339992	ENSP00000339992 -> P10242-4	P10242	MYB_HUMAN	reviewed	Transcriptional activator Myb (Proto-oncogene c-Myb)	MYB	Homo sapiens (Human)	640
ENSP00000370968	ENSP00000370968 -> Q9BQG0-2	Q9BQG0	MBB1A_HUMAN	reviewed	Myb-binding protein 1A	MYBBP1A P160	Homo sapiens (Human)	1328
ENSP00000217026	ENSP00000217026 -> P10244-1	P10244	MYBB_HUMAN	reviewed	Myb-related protein B (B-Myb) (Myb-like protein 2)	MYBL2 BMYB	Homo sapiens (Human)	700
ENSP00000354849	ENSP00000354849 -> Q00872-4	Q00872	MYPC1_HUMAN	reviewed	Myosin-binding protein C, slow-type (Slow MyBP-C) (C-protein, skeletal muscle slow isoform)	MYBPC1 MYBPCS	Homo sapiens (Human)	1141
ENSP00000350332		Q14324	MYPC2_HUMAN	reviewed	Myosin-binding protein C, fast-type (Fast MyBP-C) (C-protein, skeletal muscle fast isoform)	MYBPC2 MYBPCF	Homo sapiens (Human)	1141
ENSP00000382193		A8MXZ9	A8MXZ9_HUMAN	unreviewed	Myosin-binding protein C, cardiac-type	MYBPC3	Homo sapiens (Human)	1274
ENSP00000367207	ENSP00000367207 -> P01106-1	P01106	MYC_HUMAN	reviewed	Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64)	MYC BHLHE39	Homo sapiens (Human)	439
ENSP00000349892		A0A499FJI4	A0A499FJI4_HUMAN	unreviewed	E3 ubiquitin-protein ligase MYCBP2	MYCBP2	Homo sapiens (Human)	4640
ENSP00000281043		P04198	MYCN_HUMAN	reviewed	N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37)	MYCN BHLHE37 NMYC	Homo sapiens (Human)	464
ENSP00000356214		Q8N699	MYCT1_HUMAN	reviewed	Myc target protein 1 (Myc target in myeloid cells protein 1)	MYCT1 MTLC MTMC1	Homo sapiens (Human)	235
ENSP00000379625	ENSP00000379625 -> Q99836-1	Q99836	MYD88_HUMAN	reviewed	Myeloid differentiation primary response protein MyD88	MYD88	Homo sapiens (Human)	296
ENSP00000316950		A0A0A0MR39	A0A0A0MR39_HUMAN	unreviewed	Myelin expression factor 2 (Myelin expression factor 2, isoform CRA_a)	MYEF2 hCG_40072	Homo sapiens (Human)	600
ENSP00000228644		P13349	MYF5_HUMAN	reviewed	Myogenic factor 5 (Myf-5) (Class C basic helix-loop-helix protein 2) (bHLHc2)	MYF5 BHLHC2	Homo sapiens (Human)	255
ENSP00000228641		P23409	MYF6_HUMAN	reviewed	Myogenic factor 6 (Myf-6) (Class C basic helix-loop-helix protein 4) (bHLHc4) (Muscle-specific regulatory factor 4)	MYF6 BHLHC4 MRF4	Homo sapiens (Human)	242
ENSP00000226207		P12882	MYH1_HUMAN	reviewed	Myosin-1 (Myosin heavy chain 1) (Myosin heavy chain 2x) (MyHC-2x) (Myosin heavy chain IIx/d) (MyHC-IIx/d) (Myosin heavy chain, skeletal muscle, adult 1)	MYH1	Homo sapiens (Human)	1939
ENSP00000269243	ENSP00000269243 -> P35580-1	P35580	MYH10_HUMAN	reviewed	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10	Homo sapiens (Human)	1976
ENSP00000379616	ENSP00000379616 -> P35749-2	P35749	MYH11_HUMAN	reviewed	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	MYH11 KIAA0866	Homo sapiens (Human)	1972
ENSP00000252172		Q9UKX3	MYH13_HUMAN	reviewed	Myosin-13 (Myosin heavy chain 13) (Myosin heavy chain, skeletal muscle, extraocular) (MyHC-EO) (Myosin heavy chain, skeletal muscle, laryngeal) (MyHC-IIL) (Superfast myosin)	MYH13	Homo sapiens (Human)	1938
ENSP00000407879	ENSP00000407879 -> Q7Z406-6	Q7Z406	MYH14_HUMAN	reviewed	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)	MYH14 KIAA2034 FP17425	Homo sapiens (Human)	1995
ENSP00000273353		Q9Y2K3	MYH15_HUMAN	reviewed	Myosin-15 (Myosin heavy chain 15)	MYH15 KIAA1000	Homo sapiens (Human)	1946
ENSP00000245503	ENSP00000245503 -> Q9UKX2-1	Q9UKX2	MYH2_HUMAN	reviewed	Myosin-2 (Myosin heavy chain 2) (Myosin heavy chain 2a) (MyHC-2a) (Myosin heavy chain IIa) (MyHC-IIa) (Myosin heavy chain, skeletal muscle, adult 2)	MYH2 MYHSA2	Homo sapiens (Human)	1941
ENSP00000255381		Q9Y623	MYH4_HUMAN	reviewed	Myosin-4 (Myosin heavy chain 2b) (MyHC-2b) (Myosin heavy chain 4) (Myosin heavy chain IIb) (MyHC-IIb) (Myosin heavy chain, skeletal muscle, fetal)	MYH4	Homo sapiens (Human)	1939
ENSP00000347507		P12883	MYH7_HUMAN	reviewed	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)	MYH7 MYHCB	Homo sapiens (Human)	1935
ENSP00000216181	ENSP00000216181 -> P35579-1	P35579	MYH9_HUMAN	reviewed	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	MYH9	Homo sapiens (Human)	1960
ENSP00000217652		P19105	ML12A_HUMAN	reviewed	Myosin regulatory light chain 12A (Epididymis secretory protein Li 24) (HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)	MYL12A MLCB MRLC3 RLC	Homo sapiens (Human)	171
ENSP00000237500		O14950	ML12B_HUMAN	reviewed	Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)	MYL12B MRLC2 MYLC2B	Homo sapiens (Human)	172
ENSP00000228841		P10916	MLRV_HUMAN	reviewed	Myosin regulatory light chain 2, ventricular/cardiac muscle isoform (MLC-2) (MLC-2v) (Cardiac myosin light chain 2) (Myosin light chain 2, slow skeletal/ventricular muscle isoform) (MLC-2s/v) (Ventricular myosin light chain 2)	MYL2 MLC2	Homo sapiens (Human)	166
ENSP00000347055		P12829	MYL4_HUMAN	reviewed	Myosin light chain 4 (Myosin light chain 1, embryonic muscle/atrial isoform) (Myosin light chain alkali GT-1 isoform)	MYL4 MLC1 PRO1957	Homo sapiens (Human)	197
ENSP00000293422		G8JLA2	G8JLA2_HUMAN	unreviewed	Myosin light polypeptide 6	MYL6	Homo sapiens (Human)	152
ENSP00000223364		Q01449	MLRA_HUMAN	reviewed	Myosin regulatory light chain 2, atrial isoform (MLC-2a) (MLC2a) (Myosin light chain 2a) (Myosin regulatory light chain 7)	MYL7 MYL2A MYLC2A	Homo sapiens (Human)	175
ENSP00000279022	ENSP00000279022 -> P24844-1	P24844	MYL9_HUMAN	reviewed	Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)	MYL9 MLC2 MRLC1 MYRL2	Homo sapiens (Human)	172
ENSP00000353452	ENSP00000353452 -> Q15746-1	Q15746	MYLK_HUMAN	reviewed	Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]	MYLK MLCK MLCK1 MYLK1	Homo sapiens (Human)	1914
ENSP00000365152		Q9H1R3	MYLK2_HUMAN	reviewed	Myosin light chain kinase 2, skeletal/cardiac muscle (MLCK2) (EC 2.7.11.18)	MYLK2	Homo sapiens (Human)	596
ENSP00000325239		Q96A32	MLRS_HUMAN	reviewed	Myosin regulatory light chain 2, skeletal muscle isoform (Fast skeletal myosin light chain 2) (MLC2B)	MYLPF	Homo sapiens (Human)	169
ENSP00000349145	ENSP00000349145 -> Q9Y6X6-1	Q9Y6X6	MYO16_HUMAN	reviewed	Unconventional myosin-XVI (Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 3) (Unconventional myosin-16)	MYO16 KIAA0865 MYO16B NYAP3	Homo sapiens (Human)	1858
ENSP00000386096	ENSP00000386096 -> Q8IUG5-3	Q8IUG5	MY18B_HUMAN	reviewed	Unconventional myosin-XVIIIb	MYO18B	Homo sapiens (Human)	2567
ENSP00000300119		Q9UBC5	MYO1A_HUMAN	reviewed	Unconventional myosin-Ia (Brush border myosin I) (BBM-I) (BBMI) (Myosin I heavy chain) (MIHC)	MYO1A MYHL	Homo sapiens (Human)	1043
ENSP00000324527		O94832	MYO1D_HUMAN	reviewed	Unconventional myosin-Id	MYO1D KIAA0727	Homo sapiens (Human)	1006
ENSP00000288235		Q12965	MYO1E_HUMAN	reviewed	Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E)	MYO1E MYO1C	Homo sapiens (Human)	1108
ENSP00000258787	ENSP00000258787 -> B0I1T2-1	B0I1T2	MYO1G_HUMAN	reviewed	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)]	MYO1G HA2	Homo sapiens (Human)	1018
ENSP00000386213	ENSP00000386213 -> Q8WXR4-1	Q8WXR4	MYO3B_HUMAN	reviewed	Myosin-IIIb (EC 2.7.11.1)	MYO3B	Homo sapiens (Human)	1341
ENSP00000382177	ENSP00000382177 -> Q9Y4I1-1	Q9Y4I1	MYO5A_HUMAN	reviewed	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)	MYO5A MYH12	Homo sapiens (Human)	1855
ENSP00000285039	ENSP00000285039 -> Q9ULV0-1	Q9ULV0	MYO5B_HUMAN	reviewed	Unconventional myosin-Vb	MYO5B KIAA1119	Homo sapiens (Human)	1848
ENSP00000261839	ENSP00000261839 -> Q9NQX4-1	Q9NQX4	MYO5C_HUMAN	reviewed	Unconventional myosin-Vc	MYO5C	Homo sapiens (Human)	1742
ENSP00000358994	ENSP00000358994 -> Q9UM54-1	Q9UM54	MYO6_HUMAN	reviewed	Unconventional myosin-VI (Unconventional myosin-6)	MYO6 KIAA0389	Homo sapiens (Human)	1294
ENSP00000386331	ENSP00000386331 -> Q13402-1	Q13402	MYO7A_HUMAN	reviewed	Unconventional myosin-VIIa	MYO7A USH1B	Homo sapiens (Human)	2215
ENSP00000380444	ENSP00000380444 -> Q13459-2	Q13459	MYO9B_HUMAN	reviewed	Unconventional myosin-IXb (Unconventional myosin-9b)	MYO9B MYR5	Homo sapiens (Human)	2157
ENSP00000341835	ENSP00000341835 -> Q8IZQ8-1	Q8IZQ8	MYCD_HUMAN	reviewed	Myocardin	MYOCD MYCD	Homo sapiens (Human)	938
ENSP00000250003		P15172	MYOD1_HUMAN	reviewed	Myoblast determination protein 1 (Class C basic helix-loop-helix protein 1) (bHLHc1) (Myogenic factor 3) (Myf-3)	MYOD1 BHLHC1 MYF3 MYOD	Homo sapiens (Human)	320
ENSP00000352208	ENSP00000352208 -> Q9NZM1-1	Q9NZM1	MYOF_HUMAN	reviewed	Myoferlin (Fer-1-like protein 3)	MYOF FER1L3 KIAA1207	Homo sapiens (Human)	2061
ENSP00000241651		P15173	MYOG_HUMAN	reviewed	Myogenin (Class C basic helix-loop-helix protein 3) (bHLHc3) (Myogenic factor 4) (Myf-4)	MYOG BHLHC3 MYF4	Homo sapiens (Human)	224
ENSP00000348821	ENSP00000348821 -> P52179-1	P52179	MYOM1_HUMAN	reviewed	Myomesin-1 (190 kDa connectin-associated protein) (190 kDa titin-associated protein) (Myomesin family member 1)	MYOM1	Homo sapiens (Human)	1685
ENSP00000262113		P54296	MYOM2_HUMAN	reviewed	Myomesin-2 (165 kDa connectin-associated protein) (165 kDa titin-associated protein) (M-protein) (Myomesin family member 2)	MYOM2	Homo sapiens (Human)	1465
ENSP00000239926		A0A0C4DFM5	A0A0C4DFM5_HUMAN	unreviewed	Myotilin (Myotilin, isoform CRA_b)	MYOT hCG_39937	Homo sapiens (Human)	498
ENSP00000306997		Q9NPC6	MYOZ2_HUMAN	reviewed	Myozenin-2 (Calsarcin-1) (FATZ-related protein 2)	MYOZ2 C4orf5	Homo sapiens (Human)	264
ENSP00000351790	ENSP00000351790 -> Q86TC9-1	Q86TC9	MYPN_HUMAN	reviewed	Myopalladin (145 kDa sarcomeric protein)	MYPN MYOP	Homo sapiens (Human)	1320
ENSP00000301972	ENSP00000301972 -> Q8NFW9-1	Q8NFW9	MYRIP_HUMAN	reviewed	Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c)	MYRIP SLAC2C	Homo sapiens (Human)	859
ENSP00000406037	ENSP00000406037 -> Q9H7Z6-2	Q9H7Z6	KAT8_HUMAN	reviewed	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (hMOF)	KAT8 MOF MYST1 PP7073	Homo sapiens (Human)	458
ENSP00000259021	ENSP00000259021 -> O95251-1	O95251	KAT7_HUMAN	reviewed	Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)	KAT7 HBO1 HBOa MYST2	Homo sapiens (Human)	611
ENSP00000265713		Q92794	KAT6A_HUMAN	reviewed	Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)	KAT6A MOZ MYST3 RUNXBP2 ZNF220	Homo sapiens (Human)	2004
ENSP00000287239	ENSP00000287239 -> Q8WYB5-1	Q8WYB5	KAT6B_HUMAN	reviewed	Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)	KAT6B KIAA0383 MORF MOZ2 MYST4	Homo sapiens (Human)	2073
ENSP00000327465	ENSP00000327465 -> Q01538-1	Q01538	MYT1_HUMAN	reviewed	Myelin transcription factor 1 (MyT1) (Myelin transcription factor I) (MyTI) (PLPB1) (Proteolipid protein-binding protein)	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1	Homo sapiens (Human)	1121
ENSP00000215057	ENSP00000215057 -> P28698-1	P28698	MZF1_HUMAN	reviewed	Myeloid zinc finger 1 (MZF-1) (Zinc finger and SCAN domain-containing protein 6) (Zinc finger protein 42)	MZF1 MZF ZNF42 ZSCAN6	Homo sapiens (Human)	734
ENSP00000262384		O75113	N4BP1_HUMAN	reviewed	NEDD4-binding protein 1 (N4BP1)	N4BP1 KIAA0615	Homo sapiens (Human)	896
ENSP00000261435	ENSP00000261435 -> Q86UW6-1	Q86UW6	N4BP2_HUMAN	reviewed	NEDD4-binding protein 2 (N4BP2) (EC 3.-.-.-) (BCL-3-binding protein)	N4BP2 B3BP KIAA1413	Homo sapiens (Human)	1770
ENSP00000267068	ENSP00000267068 -> Q92802-1	Q92802	N42L2_HUMAN	reviewed	NEDD4-binding protein 2-like 2 (Phosphonoformate immuno-associated protein 5)	N4BP2L2 CG005 PFAAP5	Homo sapiens (Human)	583
ENSP00000417763	ENSP00000417763 -> P41227-1	P41227	NAA10_HUMAN	reviewed	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (hARD1) (NatA catalytic subunit Naa10)	NAA10 ARD1 ARD1A TE2	Homo sapiens (Human)	235
ENSP00000296543	ENSP00000296543 -> Q9BXJ9-1	Q9BXJ9	NAA15_HUMAN	reviewed	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)	NAA15 GA19 NARG1 NATH TBDN100	Homo sapiens (Human)	866
ENSP00000298406		J3KNC2	J3KNC2_HUMAN	unreviewed	N-alpha-acetyltransferase 30 (Fragment)	NAA30	Homo sapiens (Human)	174
ENSP00000240922	ENSP00000240922 -> Q9GZZ1-1	Q9GZZ1	NAA50_HUMAN	reviewed	N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)	NAA50 MAK3 NAT13 NAT5	Homo sapiens (Human)	169
ENSP00000351484	ENSP00000351484 -> Q9UQQ1-1	Q9UQQ1	NALDL_HUMAN	reviewed	Aminopeptidase NAALADL1 (EC 3.4.11.-) (100 kDa ileum brush border membrane protein) (I100) (Ileal dipeptidylpeptidase) (N-acetylated-alpha-linked acidic dipeptidase-like protein) (NAALADase L)	NAALADL1 NAALADASEL NAALADL	Homo sapiens (Human)	740
ENSP00000404705	ENSP00000404705 -> Q58DX5-1	Q58DX5	NADL2_HUMAN	reviewed	Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)	NAALADL2	Homo sapiens (Human)	795
ENSP00000336894	ENSP00000336894 -> Q13506-1	Q13506	NAB1_HUMAN	reviewed	NGFI-A-binding protein 1 (EGR-1-binding protein 1) (Transcriptional regulatory protein p54)	NAB1	Homo sapiens (Human)	487
ENSP00000300131	ENSP00000300131 -> Q15742-1	Q15742	NAB2_HUMAN	reviewed	NGFI-A-binding protein 2 (EGR-1-binding protein 2) (Melanoma-associated delayed early response protein) (Protein MADER)	NAB2 MADER	Homo sapiens (Human)	525
ENSP00000403817	ENSP00000403817 -> E9PAV3-1	E9PAV3	NACAM_HUMAN	reviewed	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	NACA	Homo sapiens (Human)	2078
ENSP00000292431		Q96RE7	NACC1_HUMAN	reviewed	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)	NACC1 BTBD14B NAC1	Homo sapiens (Human)	527
ENSP00000341679	ENSP00000341679 -> O95544-1	O95544	NADK_HUMAN	reviewed	NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase)	NADK	Homo sapiens (Human)	446
ENSP00000290810	ENSP00000290810 -> Q13564-1	Q13564	ULA1_HUMAN	reviewed	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	NAE1 APPBP1 HPP1	Homo sapiens (Human)	534
ENSP00000244204	ENSP00000244204 -> Q9UJ70-1	Q9UJ70	NAGK_HUMAN	reviewed	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase)	NAGK	Homo sapiens (Human)	344
ENSP00000293404		Q8N159	NAGS_HUMAN	reviewed	N-acetylglutamate synthase, mitochondrial (EC 2.3.1.1) (Amino-acid acetyltransferase) [Cleaved into: N-acetylglutamate synthase long form; N-acetylglutamate synthase short form; N-acetylglutamate synthase conserved domain form]	NAGS	Homo sapiens (Human)	534
ENSP00000222553		P43490	NAMPT_HUMAN	reviewed	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	NAMPT PBEF PBEF1	Homo sapiens (Human)	491
ENSP00000210444		Q9NR45	SIAS_HUMAN	reviewed	Sialic acid synthase (N-acetylneuraminate synthase) (EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)	NANS SAS	Homo sapiens (Human)	359
ENSP00000261182	ENSP00000261182 -> P55209-1	P55209	NP1L1_HUMAN	reviewed	Nucleosome assembly protein 1-like 1 (NAP-1-related protein) (hNRP)	NAP1L1 NRP	Homo sapiens (Human)	391
ENSP00000369915	ENSP00000369915 -> Q99733-1	Q99733	NP1L4_HUMAN	reviewed	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4 NAP2	Homo sapiens (Human)	375
ENSP00000324628	ENSP00000324628 -> Q99747-1	Q99747	SNAG_HUMAN	reviewed	Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma)	NAPG SNAPG	Homo sapiens (Human)	312
ENSP00000309899	ENSP00000309899 -> Q9UHQ1-1	Q9UHQ1	NARF_HUMAN	reviewed	Nuclear prelamin A recognition factor (Iron-only hydrogenase-like protein 2) (IOP2)	NARF	Homo sapiens (Human)	456
ENSP00000251588	ENSP00000251588 -> Q9H6Q4-1	Q9H6Q4	CIAO3_HUMAN	reviewed	Cytosolic iron-sulfur assembly component 3 (Cytosolic Fe-S cluster assembly factor NARFL) (Iron-only hydrogenase-like protein 1) (IOP1) (Nuclear prelamin A recognition factor-like protein) (Protein related to Narf)	CIAO3 NARFL PRN	Homo sapiens (Human)	476
